sample_id,image_path,split,symmetry_error,face_aspect_ratio,midface_length_ratio,lowerface_length_ratio,jaw_width_ratio,jaw_angle_sharpness,chin_length_ratio,chin_width_ratio,cheekbone_width_ratio,lower_cheek_ratio,eye_openness_ratio,eye_size_ratio,eye_spacing_ratio,eye_tilt_deg,brow_height_ratio,brow_tilt_deg,nose_width_ratio,nose_length_ratio,nose_tip_deviation_ratio,mouth_width_ratio,mouth_corner_tilt_deg,lip_thickness_ratio,upper_lip_ratio,philtrum_ratio,y_symmetry_error,y_face_aspect_ratio,y_midface_length_ratio,y_lowerface_length_ratio,y_jaw_width_ratio,y_jaw_angle_sharpness,y_chin_length_ratio,y_chin_width_ratio,y_cheekbone_width_ratio,y_lower_cheek_ratio,y_eye_openness_ratio,y_eye_size_ratio,y_eye_spacing_ratio,y_eye_tilt_deg,y_brow_height_ratio,y_brow_tilt_deg,y_nose_width_ratio,y_nose_length_ratio,y_nose_tip_deviation_ratio,y_mouth_width_ratio,y_mouth_corner_tilt_deg,y_lip_thickness_ratio,y_upper_lip_ratio,y_philtrum_ratio,label_method,consent_flag,source
syn_0373,data/raw/images/syn_0373.jpg,val,0.018101,0.649021,0.355462,0.366451,0.819026,95.821679,0.086805,0.194889,0.971575,0.745544,0.264087,0.094605,1.272961,11.844612,0.025270,6.512192,0.277064,0.319534,0.006847,0.456095,3.174853,0.044111,0.033540,0.046613,ok,low,high,ok,low,low,low,ok,high,ok,ok,low,high,high,low,ok,ok,ok,ok,ok,ok,high,low,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0374,data/raw/images/syn_0374.jpg,val,0.023479,0.658360,0.257833,0.426082,0.899602,111.629678,0.154232,0.165513,0.928152,0.807027,0.352022,0.135964,1.070410,3.314270,0.074980,12.893874,0.303275,0.321520,0.012352,0.437037,-1.879362,0.028359,0.064307,0.056919,ok,low,ok,high,ok,ok,ok,low,ok,ok,high,ok,ok,ok,ok,high,high,ok,ok,low,low,ok,high,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0375,data/raw/images/syn_0375.jpg,val,0.033313,0.708692,0.214901,0.325549,0.938353,120.952677,0.143671,0.218186,0.894702,0.818311,0.248313,0.129831,1.052793,-1.629054,0.110730,6.981021,0.289303,0.323499,0.011752,0.456960,2.004101,0.027731,0.044947,0.048868,high,ok,low,ok,high,ok,ok,ok,ok,ok,ok,ok,ok,low,high,ok,high,ok,ok,ok,ok,ok,low,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0376,data/raw/images/syn_0376.jpg,val,0.001000,0.659435,0.274281,0.387759,0.738249,123.736160,0.179791,0.255229,0.987855,0.707667,0.221865,0.084730,1.254805,11.640794,0.047863,7.339392,0.213101,0.224852,0.002469,0.553639,0.246029,0.038410,0.062869,0.044979,low,low,ok,ok,low,ok,high,high,high,low,low,low,high,high,low,ok,low,low,low,high,ok,ok,high,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0377,data/raw/images/syn_0377.jpg,val,0.034007,0.654364,0.259167,0.382204,0.858745,114.970759,0.164274,0.265990,0.829641,0.781688,0.355772,0.159470,0.671933,1.308203,0.081677,6.324875,0.285213,0.319349,0.017433,0.468054,1.053125,0.039466,0.061387,0.059010,high,low,ok,ok,ok,ok,high,high,low,ok,high,high,low,ok,ok,ok,high,ok,ok,ok,ok,high,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0378,data/raw/images/syn_0378.jpg,val,0.019274,0.674093,0.249670,0.366430,0.952495,105.828605,0.149805,0.235894,0.907093,0.772861,0.318423,0.100399,1.258498,-2.111630,0.093176,10.770491,0.308415,0.218401,0.001382,0.533975,-0.450988,0.031767,0.067898,0.042189,ok,low,low,ok,high,low,ok,ok,ok,ok,ok,ok,high,low,ok,ok,high,low,low,high,low,ok,high,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0379,data/raw/images/syn_0379.jpg,val,0.014869,0.705184,0.279578,0.350647,0.880956,117.658449,0.143749,0.213390,0.926882,0.792694,0.293334,0.122743,1.033848,4.091034,0.072993,8.305155,0.267920,0.293434,0.015480,0.490413,2.727622,0.029758,0.055229,0.053012,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0380,data/raw/images/syn_0380.jpg,val,0.013023,0.766139,0.326157,0.358709,0.856492,104.961439,0.138513,0.230999,0.951450,0.836093,0.246454,0.103057,1.249432,4.927849,0.045713,14.416455,0.236074,0.332430,0.008712,0.482773,5.670519,0.017429,0.051147,0.046297,ok,high,high,ok,ok,low,ok,ok,ok,high,ok,ok,high,ok,low,high,low,high,ok,ok,high,low,ok,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0381,data/raw/images/syn_0381.jpg,val,0.014700,0.701123,0.316966,0.381481,0.846959,136.072787,0.165266,0.184703,0.901255,0.739299,0.292811,0.110369,1.161859,2.144516,0.080239,5.602046,0.238692,0.333840,0.001000,0.491715,3.555049,0.042462,0.043727,0.069592,ok,ok,high,ok,ok,high,high,low,ok,ok,ok,ok,ok,ok,ok,ok,ok,high,low,ok,high,high,low,high,percentile_p20_p80,synthetic,synthetic_v1
syn_0382,data/raw/images/syn_0382.jpg,val,0.016700,0.725439,0.291128,0.294029,0.971769,126.368642,0.120264,0.196352,1.037811,0.767861,0.275589,0.079198,1.015227,5.827021,0.069081,8.580378,0.271310,0.285208,0.022032,0.470424,1.287228,0.031911,0.033401,0.061934,ok,ok,ok,low,high,ok,ok,ok,high,ok,ok,low,ok,ok,ok,ok,ok,ok,high,ok,ok,ok,low,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0383,data/raw/images/syn_0383.jpg,val,0.027227,0.766553,0.297781,0.355682,0.918120,150.716143,0.106938,0.244171,0.944494,0.830494,0.194423,0.170340,1.243631,3.189356,0.116520,8.661322,0.334185,0.308655,0.001000,0.478682,0.367481,0.021007,0.043134,0.058367,high,high,ok,ok,ok,high,low,ok,ok,high,low,high,high,ok,high,ok,high,ok,low,ok,ok,low,low,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0384,data/raw/images/syn_0384.jpg,val,0.009012,0.780083,0.212638,0.347654,0.912944,122.877739,0.123144,0.230856,0.868240,0.737851,0.194754,0.152704,0.989406,0.521900,0.074227,13.446221,0.321532,0.264245,0.030101,0.477363,4.377388,0.039033,0.045799,0.046758,ok,high,low,ok,ok,ok,ok,ok,low,ok,low,high,ok,low,ok,high,high,low,high,ok,high,high,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0385,data/raw/images/syn_0385.jpg,val,0.001000,0.722262,0.296450,0.349883,0.793278,123.447115,0.164304,0.226740,0.888816,0.800377,0.223598,0.126887,1.106659,7.713089,0.117171,15.382119,0.290980,0.278768,0.018679,0.409510,1.482837,0.031013,0.048971,0.061056,low,ok,ok,ok,low,ok,high,ok,ok,ok,low,ok,ok,high,high,high,high,ok,ok,low,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0386,data/raw/images/syn_0386.jpg,val,0.016706,0.750180,0.278263,0.383770,0.885069,115.018912,0.140854,0.241438,0.918100,0.781357,0.288288,0.124972,1.078264,2.519751,0.076345,7.469220,0.286597,0.292024,0.012346,0.513637,1.816857,0.034692,0.057555,0.050250,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,high,ok,ok,ok,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0387,data/raw/images/syn_0387.jpg,val,0.012436,0.705190,0.207855,0.256045,0.949912,141.060314,0.108013,0.215352,0.992846,0.843157,0.195256,0.119055,1.111697,-2.579842,0.069181,5.772190,0.179366,0.268187,0.013268,0.501198,-1.751446,0.036316,0.052625,0.053423,ok,ok,low,low,high,high,low,ok,high,high,low,ok,ok,low,ok,ok,low,low,ok,ok,low,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0388,data/raw/images/syn_0388.jpg,val,0.010885,0.589718,0.314558,0.383316,0.878219,111.659994,0.099390,0.236210,0.896742,0.814560,0.320352,0.107444,0.940250,3.420532,0.086588,1.100125,0.266562,0.241785,0.008348,0.595462,-0.982465,0.023809,0.050076,0.052319,ok,low,high,ok,ok,ok,low,ok,ok,ok,ok,ok,ok,ok,ok,low,ok,low,ok,high,low,low,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0389,data/raw/images/syn_0389.jpg,val,0.002376,0.740515,0.305489,0.385387,0.904361,114.744004,0.111606,0.221370,0.946227,0.729227,0.267377,0.120297,1.389614,7.948742,0.107058,10.813852,0.238496,0.324497,0.027248,0.430469,1.652367,0.033033,0.061730,0.068999,low,ok,ok,ok,ok,ok,low,ok,ok,low,ok,ok,high,high,high,ok,ok,ok,high,low,ok,ok,ok,high,percentile_p20_p80,synthetic,synthetic_v1
syn_0390,data/raw/images/syn_0390.jpg,val,0.015622,0.710579,0.405961,0.335990,0.783907,119.670968,0.123128,0.213237,0.914041,0.643061,0.285165,0.125733,1.227736,4.604544,0.103126,14.567606,0.278383,0.318473,0.008702,0.511126,0.673793,0.013217,0.053483,0.068671,ok,ok,high,ok,low,ok,ok,ok,ok,low,ok,ok,high,ok,high,high,ok,ok,ok,ok,ok,low,ok,high,percentile_p20_p80,synthetic,synthetic_v1
syn_0391,data/raw/images/syn_0391.jpg,val,0.028633,0.703910,0.248334,0.346726,0.877527,103.962959,0.109776,0.216789,0.930792,0.814635,0.231699,0.071793,1.020922,7.429822,0.050494,4.577329,0.236519,0.365856,0.023083,0.463432,3.445390,0.026361,0.054595,0.032927,high,ok,low,ok,ok,low,low,ok,ok,ok,low,low,ok,high,low,low,low,high,high,ok,high,ok,ok,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0392,data/raw/images/syn_0392.jpg,val,0.006247,0.662758,0.233258,0.387802,0.810404,130.087612,0.156691,0.229509,0.978497,0.795118,0.237254,0.109182,1.150053,-0.464266,0.098194,7.190135,0.281655,0.304711,0.004199,0.559392,0.891780,0.034422,0.048612,0.045348,low,low,low,ok,low,high,ok,ok,high,ok,ok,ok,ok,low,high,ok,ok,ok,low,high,ok,ok,ok,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0393,data/raw/images/syn_0393.jpg,val,0.018283,0.712469,0.279381,0.361682,0.870687,120.953441,0.144501,0.199457,0.908576,0.774408,0.265268,0.115433,1.074159,4.425574,0.071927,6.699766,0.262198,0.296960,0.014044,0.471830,1.521291,0.030252,0.054152,0.056798,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0394,data/raw/images/syn_0394.jpg,val,0.022587,0.653327,0.321754,0.356802,0.910500,123.169251,0.126310,0.254804,0.883672,0.757298,0.206808,0.081357,1.379488,3.417035,0.071773,15.501051,0.199014,0.348782,0.014459,0.473043,0.917554,0.029604,0.072867,0.067162,ok,low,high,ok,ok,ok,ok,high,ok,ok,low,low,high,ok,ok,high,low,high,ok,ok,ok,ok,high,high,percentile_p20_p80,synthetic,synthetic_v1
syn_0395,data/raw/images/syn_0395.jpg,val,0.016391,0.672592,0.280938,0.309447,0.823100,114.387536,0.117171,0.194062,0.901826,0.717638,0.371118,0.066817,1.154931,6.340437,0.076403,7.341448,0.264833,0.301712,0.018973,0.507091,0.478136,0.024092,0.058757,0.061854,ok,low,ok,low,low,ok,low,ok,ok,low,high,low,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0396,data/raw/images/syn_0396.jpg,val,0.027410,0.686833,0.379024,0.273447,1.008974,108.285167,0.136800,0.289998,1.013032,0.873308,0.327779,0.130150,0.841584,-0.166694,0.078475,10.425398,0.285211,0.333849,0.025956,0.550919,1.599704,0.015270,0.067108,0.052360,high,ok,high,low,high,low,ok,high,high,high,high,ok,low,low,ok,ok,ok,high,high,high,ok,low,high,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0397,data/raw/images/syn_0397.jpg,val,0.012208,0.730061,0.228252,0.348673,0.778650,90.133981,0.118778,0.278305,0.925920,0.826419,0.272855,0.129958,0.765704,1.444907,0.062438,2.505192,0.263860,0.315507,0.015471,0.476889,3.238771,0.032460,0.058231,0.047964,ok,ok,low,ok,low,low,ok,high,ok,high,ok,ok,low,ok,low,low,ok,ok,ok,ok,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0398,data/raw/images/syn_0398.jpg,val,0.024502,0.745064,0.238722,0.327017,0.954550,102.243475,0.127499,0.260728,0.953613,0.838557,0.316173,0.110974,0.783082,11.186925,0.096197,4.455969,0.264235,0.274646,0.010958,0.509490,-0.274005,0.047125,0.050963,0.049560,ok,ok,low,ok,high,low,ok,high,ok,high,ok,ok,low,high,high,low,ok,ok,ok,ok,ok,high,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0399,data/raw/images/syn_0399.jpg,val,0.032133,0.650388,0.285023,0.465768,0.886498,120.666845,0.122683,0.182646,0.908822,0.916592,0.335074,0.133390,1.153579,7.353889,0.073398,7.934180,0.257754,0.317967,0.002348,0.414771,-0.344174,0.035120,0.041806,0.064249,high,low,ok,high,ok,ok,ok,low,ok,high,high,ok,ok,high,ok,ok,ok,ok,low,low,low,ok,low,high,percentile_p20_p80,synthetic,synthetic_v1
syn_0400,data/raw/images/syn_0400.jpg,val,0.014560,0.716768,0.266178,0.367662,0.853189,111.970193,0.140471,0.223244,0.929588,0.782624,0.286339,0.121160,1.057688,5.204293,0.078937,7.025483,0.271450,0.309672,0.013436,0.473216,1.801395,0.035375,0.053577,0.057022,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0401,data/raw/images/syn_0401.jpg,val,0.001942,0.664460,0.319261,0.393012,0.855605,104.998029,0.117743,0.301905,0.923108,0.832070,0.315025,0.126806,1.117079,2.860859,0.102618,8.362737,0.248974,0.321600,0.011653,0.499937,-0.606922,0.017856,0.028662,0.037341,low,low,high,ok,ok,low,low,high,ok,high,ok,ok,ok,ok,high,ok,ok,ok,ok,ok,low,low,low,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0402,data/raw/images/syn_0402.jpg,val,0.005962,0.685338,0.280301,0.384064,0.918023,103.902069,0.196881,0.215426,0.890124,0.774260,0.296122,0.128840,0.967628,9.380746,0.048847,9.911778,0.286943,0.298023,0.002516,0.484034,3.822936,0.032635,0.048736,0.030504,low,ok,ok,ok,ok,low,high,ok,ok,ok,ok,ok,ok,high,low,ok,high,ok,low,ok,high,ok,ok,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0403,data/raw/images/syn_0403.jpg,val,0.021632,0.603076,0.323981,0.321190,0.960880,129.881376,0.139162,0.211890,1.017597,0.764185,0.262121,0.108364,0.937721,4.035686,0.076962,-2.749808,0.223314,0.351058,0.020601,0.596772,-2.673950,0.016114,0.067959,0.042385,ok,low,high,low,high,high,ok,ok,high,ok,ok,ok,ok,ok,ok,low,low,high,high,high,low,low,high,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0404,data/raw/images/syn_0404.jpg,val,0.028566,0.681220,0.327270,0.344157,0.869864,136.008297,0.162781,0.194221,0.781303,0.875219,0.273670,0.126746,0.913536,3.596166,0.063776,5.233385,0.171749,0.329283,0.014169,0.440205,4.385062,0.030207,0.049700,0.042640,high,ok,high,ok,ok,high,high,ok,low,high,ok,ok,low,ok,low,ok,low,ok,ok,low,high,ok,ok,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0405,data/raw/images/syn_0405.jpg,val,0.036360,0.846736,0.237893,0.308157,0.860909,127.339214,0.141637,0.213253,0.959443,0.792455,0.263458,0.115437,0.995326,7.486879,0.079617,7.878867,0.259707,0.337141,0.007893,0.576817,-0.670680,0.020200,0.057860,0.059210,high,high,low,low,ok,ok,ok,ok,high,ok,ok,ok,ok,high,ok,ok,ok,high,ok,high,low,low,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0406,data/raw/images/syn_0406.jpg,val,0.012846,0.917326,0.297433,0.422652,0.923006,122.096497,0.112321,0.226279,0.946914,0.700918,0.141525,0.150520,1.145235,5.575105,0.074460,11.268111,0.211439,0.276434,0.006221,0.538999,0.821524,0.027125,0.065039,0.066487,ok,high,ok,high,ok,ok,low,ok,ok,low,low,high,ok,ok,ok,high,low,ok,ok,high,ok,ok,high,high,percentile_p20_p80,synthetic,synthetic_v1
syn_0407,data/raw/images/syn_0407.jpg,val,0.017600,0.726022,0.267147,0.352847,0.863705,117.172596,0.145716,0.212466,0.928696,0.792392,0.266429,0.133469,1.040185,3.043429,0.075307,8.458565,0.258248,0.301266,0.006143,0.468636,0.577367,0.033601,0.053092,0.053314,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0408,data/raw/images/syn_0408.jpg,val,0.018664,0.791816,0.314900,0.404890,0.826549,113.995483,0.141004,0.180076,0.915521,0.783755,0.323230,0.072314,1.001413,4.289409,0.115443,10.536608,0.241450,0.270867,0.018782,0.503801,-0.727665,0.032834,0.073286,0.062355,ok,high,high,high,low,ok,ok,low,ok,ok,ok,low,ok,ok,high,ok,ok,low,ok,ok,low,ok,high,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0409,data/raw/images/syn_0409.jpg,val,0.009001,0.632496,0.305610,0.371077,0.950947,133.508229,0.118669,0.220839,0.875981,0.675224,0.263724,0.140481,1.067026,3.972897,0.049620,8.576074,0.260222,0.300223,0.007963,0.464586,2.886660,0.035092,0.032615,0.058727,ok,low,ok,ok,high,high,ok,ok,low,low,ok,high,ok,ok,low,ok,ok,ok,ok,ok,ok,ok,low,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0410,data/raw/images/syn_0410.jpg,val,0.014189,0.727020,0.309373,0.395273,1.008925,115.587556,0.160565,0.177808,0.952919,0.698310,0.332721,0.093212,0.855669,6.052379,0.094716,14.778951,0.248236,0.279543,0.011342,0.417191,-0.546069,0.032988,0.039973,0.028642,ok,ok,high,ok,high,ok,high,low,ok,low,high,low,low,ok,ok,high,ok,ok,ok,low,low,ok,low,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0411,data/raw/images/syn_0411.jpg,val,0.001000,0.723936,0.232036,0.408849,0.936788,125.782816,0.133636,0.224335,0.857885,0.800602,0.330834,0.121469,0.855710,-1.852727,0.075693,7.192395,0.334917,0.243418,0.001000,0.496047,0.309806,0.054315,0.040204,0.073409,low,ok,low,high,high,ok,ok,ok,low,ok,high,ok,low,low,ok,ok,high,low,low,ok,ok,high,low,high,percentile_p20_p80,synthetic,synthetic_v1
syn_0412,data/raw/images/syn_0412.jpg,val,0.006887,0.718881,0.269187,0.312105,0.974403,124.735040,0.111443,0.271134,0.877838,0.860515,0.291075,0.100342,1.060084,1.035893,0.044998,13.506009,0.239170,0.269257,0.001000,0.492949,-3.584818,0.023575,0.057328,0.040535,low,ok,ok,low,high,ok,low,high,ok,high,ok,ok,ok,low,low,high,ok,low,low,ok,low,low,ok,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0413,data/raw/images/syn_0413.jpg,val,0.025299,0.758579,0.315545,0.347150,0.827339,109.788045,0.196325,0.241782,0.932170,0.802753,0.389949,0.156102,0.799394,4.873005,0.116117,7.148672,0.257201,0.270781,0.016998,0.461796,4.775762,0.023599,0.051163,0.057108,ok,ok,high,ok,ok,low,high,ok,ok,ok,high,high,low,ok,high,ok,ok,low,ok,ok,high,low,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0414,data/raw/images/syn_0414.jpg,val,0.016872,0.715217,0.282223,0.356009,0.882003,113.916892,0.149174,0.200906,0.911628,0.800951,0.247665,0.133035,1.027609,3.738820,0.079916,9.072613,0.258681,0.306531,0.014405,0.499512,1.647192,0.030781,0.051325,0.052916,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0415,data/raw/images/syn_0415.jpg,val,0.014040,0.684694,0.311155,0.261656,0.834462,127.489698,0.128898,0.215540,0.951991,0.869179,0.352920,0.100982,0.766571,4.158951,0.059517,6.060685,0.230923,0.344488,0.006919,0.470182,3.908877,0.035460,0.051724,0.058230,ok,ok,high,low,ok,ok,ok,ok,ok,high,high,ok,low,ok,low,ok,low,high,ok,ok,high,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0416,data/raw/images/syn_0416.jpg,val,0.036482,0.769407,0.274020,0.383907,0.891561,134.156675,0.129598,0.244885,1.025241,0.730565,0.279188,0.158969,1.326570,6.935909,0.087727,7.686164,0.198981,0.264271,0.022711,0.455540,0.811742,0.033617,0.053116,0.049496,high,high,ok,ok,ok,high,ok,ok,high,low,ok,high,high,high,ok,ok,low,low,high,ok,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0417,data/raw/images/syn_0417.jpg,val,0.001000,0.744298,0.279192,0.372295,0.851402,125.938955,0.114147,0.278671,0.960330,0.837971,0.266215,0.063510,0.890533,-2.144166,0.080702,9.550124,0.331815,0.272186,0.007052,0.398507,8.368105,0.036965,0.070408,0.049984,low,ok,ok,ok,ok,ok,low,high,high,high,ok,low,low,low,ok,ok,high,low,ok,low,high,ok,high,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0418,data/raw/images/syn_0418.jpg,val,0.014258,0.704034,0.188182,0.321568,0.877373,121.475160,0.174821,0.230562,0.888856,0.728331,0.241517,0.165966,1.080731,3.870044,0.112409,10.350009,0.276270,0.254186,0.021670,0.421776,1.259673,0.021884,0.074356,0.061578,ok,ok,low,ok,ok,ok,high,ok,ok,low,ok,high,ok,ok,high,ok,ok,low,high,low,ok,low,high,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0419,data/raw/images/syn_0419.jpg,val,0.013725,0.660110,0.260482,0.372079,0.741905,127.727000,0.168552,0.215805,0.938569,0.840279,0.320743,0.126466,0.958590,2.672266,0.079336,-0.374635,0.272154,0.250067,0.013730,0.479507,0.637796,0.017622,0.060537,0.057892,ok,low,ok,ok,low,ok,high,ok,ok,high,ok,ok,ok,ok,ok,low,ok,low,ok,ok,ok,low,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0420,data/raw/images/syn_0420.jpg,val,0.019516,0.736262,0.245788,0.419120,0.882105,127.974334,0.113092,0.191762,0.934366,0.796679,0.279906,0.151315,0.805587,4.181761,0.052346,14.952027,0.270266,0.362115,0.028242,0.448687,0.535311,0.043233,0.045665,0.053410,ok,ok,low,high,ok,ok,low,low,ok,ok,ok,high,low,ok,low,high,ok,high,high,ok,ok,high,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0421,data/raw/images/syn_0421.jpg,val,0.016856,0.703198,0.300255,0.368936,0.873265,113.978525,0.139059,0.226629,0.942224,0.811080,0.283012,0.130210,1.058832,4.819050,0.081121,7.494072,0.273416,0.297858,0.010383,0.468883,2.053441,0.033546,0.057367,0.055510,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0422,data/raw/images/syn_0422.jpg,val,0.001211,0.794784,0.307906,0.380480,0.816837,109.071283,0.159239,0.190069,0.952623,0.791218,0.305519,0.144330,1.171156,4.963122,0.062135,7.045457,0.307310,0.308910,0.029719,0.409633,5.308800,0.023988,0.038017,0.044078,low,high,high,ok,low,low,ok,low,ok,ok,ok,high,high,ok,low,ok,high,ok,high,low,high,low,low,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0423,data/raw/images/syn_0423.jpg,val,0.005798,0.814888,0.241323,0.381255,0.865143,98.598061,0.153509,0.226757,0.859026,0.842009,0.228112,0.075536,1.204844,2.516081,0.056727,5.716052,0.239300,0.297175,0.001000,0.536144,2.683353,0.030060,0.076418,0.057049,low,high,low,ok,ok,low,ok,ok,low,high,low,low,high,ok,low,ok,ok,ok,low,high,ok,ok,high,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0424,data/raw/images/syn_0424.jpg,val,0.022836,0.712306,0.280021,0.422556,0.843345,128.249498,0.118741,0.194837,0.872851,0.691793,0.310353,0.088209,1.188104,7.194461,0.073237,10.828725,0.276880,0.340197,0.001581,0.500661,4.294461,0.030053,0.059699,0.048023,ok,ok,ok,high,ok,high,ok,ok,low,low,ok,low,high,high,ok,ok,ok,high,low,ok,high,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0425,data/raw/images/syn_0425.jpg,val,0.044467,0.771039,0.270917,0.427700,0.870029,122.017414,0.161827,0.281648,0.903513,0.899357,0.339013,0.145285,1.175563,7.871725,0.089386,8.604471,0.311611,0.314554,0.020431,0.429413,5.336957,0.035314,0.072631,0.062085,high,high,ok,high,ok,ok,high,high,ok,high,high,high,high,high,ok,ok,high,ok,high,low,high,ok,high,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0426,data/raw/images/syn_0426.jpg,test,0.017474,0.766219,0.245658,0.271124,0.812629,133.215277,0.117542,0.198078,0.967868,0.810404,0.235977,0.118726,0.983747,6.997165,0.089148,4.276789,0.215084,0.236430,0.017534,0.514798,2.036322,0.024981,0.040389,0.064514,ok,high,low,low,low,high,low,ok,high,ok,ok,ok,ok,high,ok,low,low,low,ok,ok,ok,low,low,high,percentile_p20_p80,synthetic,synthetic_v1
syn_0427,data/raw/images/syn_0427.jpg,test,0.001000,0.749612,0.262959,0.339509,1.035262,125.662191,0.145804,0.215216,0.849657,0.711023,0.175692,0.117047,0.852279,3.762608,0.072249,10.310415,0.264377,0.290998,0.010544,0.431565,2.510430,0.031956,0.079848,0.068119,low,ok,ok,ok,high,ok,ok,ok,low,low,low,ok,low,ok,ok,ok,ok,ok,ok,low,ok,ok,high,high,percentile_p20_p80,synthetic,synthetic_v1
syn_0428,data/raw/images/syn_0428.jpg,test,0.018565,0.737524,0.268748,0.352896,0.855244,120.400242,0.145287,0.209982,0.933403,0.785386,0.264012,0.118969,1.041426,5.651784,0.079000,8.720784,0.260650,0.317069,0.010216,0.490516,1.496477,0.031010,0.055274,0.059866,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0429,data/raw/images/syn_0429.jpg,test,0.026303,0.681127,0.251615,0.407577,0.967584,109.074080,0.114148,0.193187,0.863354,0.818012,0.294403,0.108541,0.797574,2.581414,0.057827,10.908330,0.277567,0.323699,0.010006,0.522236,3.778339,0.036098,0.070633,0.053348,high,ok,ok,high,high,low,low,ok,low,ok,ok,ok,low,ok,low,ok,ok,ok,ok,high,high,ok,high,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0430,data/raw/images/syn_0430.jpg,test,0.004112,0.643561,0.346135,0.299836,0.915350,118.592520,0.136797,0.270692,0.994590,0.737967,0.291073,0.124696,0.841400,6.237575,0.090637,7.865263,0.312536,0.233496,0.019712,0.453531,-1.107735,0.037879,0.053571,0.049130,low,low,high,low,ok,ok,ok,high,high,ok,ok,ok,low,ok,ok,ok,high,low,high,ok,low,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
